id,recipient_primary_major,recipient_secondary_majors,recipient_graduation_date,recipient_education_level,recipient_primary_college,recipient_gender,recipient_ethnicity,recipient_graduation_group_name,response_graduation_date,response_status,outcome,employer_name,employer_industry,employment_category,employment_type,job_function,job_position,employed_during_education,continuing_education_school,continuing_education_level,continuing_education_major,still_looking_option,not_seeking_option,annual_salary,pay_schedule,bonus_amount,other_compensation,job_alignment,el_participation,el_helpfulness,el_most_helpful,el_count,el_participation_binary
5355865,General AA~Pre-Nursing - MC,General AA,5/1/2025,Bachelors,Missoula College,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355867,Anthropology,NA,5/13/2022,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355875,Linguistics,NA,5/12/2023,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Linguistics MA,NA,NA,NA,NA,NA,NA,No opinion,Work with a faculty member on a research project,Yes,Work with a faculty member on a research project,1,1
5355877,Social Work~General AA,Social Work,5/1/2025,Associates,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Social work,NA,NA,NA,NA,NA,NA,This position meets my expectations,None of the above,NA,NA,0,0
5355880,Management,Entrepreneurship New Vent Crea,5/1/2026,Associates,Missoula College,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Bachelors,"Business Administration, Entrepreneuership, Marketing",NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",3,1
5355882,Communication Studies~Health Communication,Communication Studies,5/12/2023,Masters,College Humanities & Sciences,Female,Native American/Alaskan Native,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355887,History,NA,5/12/2023,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,History,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement",5,1
5355889,Neuroscience~Pre-Medical Sciences,Neuroscience,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Exer,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Community-based project (service learning or volunteer), Work with a faculty member on a research project",Neutral,Work with a faculty member on a research project,2,1
5355892,Political Science & Government,"Political Science, German",5/9/2023,Bachelors,NA,NA,NA,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,JD/MPA,NA,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Yes,Learning community or other formal program in which one group of students takes two or more classes together,3,1
5355896,Sustainable Construction Tech~Carpentry,Sustainable Construction Tech,5/1/2025,Bachelors,Missoula College,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355914,Media Arts,NA,5/12/2023,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355915,Wildlife Biology,NA,5/12/2023,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Saint Louis University,Masters,Biology,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",4,1
5355917,Economics,NA,5/12/2023,Bachelors,College Humanities & Sciences,Male,NA,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Speakeasy language school,Certificate,Sp,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",No,"Internship, field experience, student teaching, practicum or clinical placement",1,1
5355921,Biochemistry,Forensic Studies,5/12/2023,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Kansas Medical Center,Doctorate,medicine,NA,NA,NA,NA,NA,NA,No opinion,"Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Work with a faculty member on a research project, Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",2,1
5355923,General AS,NA,5/1/2026,Associates,Missoula College,Female,White/Caucasian,23-May,8/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Montana State Universityâ€“Billings,Bachelors,Accountancy,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355927,Business Administration,NA,5/12/2023,Masters,College of Business,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Masters,NA,NA,NA,NA,NA,NA,This position meets my expectations,None of the above,NA,NA,0,0
5355928,General AS,NA,5/1/2026,Associates,Missoula College,Male,Black or African American,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Montana State University,Bachelors,Nursing,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355931,Psychology,NA,5/13/2022,Certificate,College Humanities & Sciences,Female,NA,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355935,Pharmacy~Pharmaceutical Sciences,Pharmacy,5/1/2026,Bachelors,College of Health,Male,Black or African American,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355938,Management Information Systems,NA,5/12/2023,Bachelors,College of Business,Female,Latino(a),23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355940,Sustainable Construction Tech~Carpentry,Sustainable Construction Tech,5/1/2026,Bachelors,Missoula College,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355941,Business Analytics,NA,5/10/2024,Masters,College of Business,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355944,Anthropology,NA,5/12/2023,Doctorate,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€“Western,Doctorate,Anthropology,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355947,Social Work,NA,5/12/2023,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355948,Communication Studies,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355949,Political Science~Anthropology,Political Science,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Political Science,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer)",Yes,"Internship, field experience, student teaching, practicum or clinical placement",4,1
5355950,Commun Sci & Disorders,NA,5/10/2024,Bachelors,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Speech-Language Pathology,NA,NA,NA,NA,NA,NA,This position exceeds my expectations,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Yes,"Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",1,1
5355952,Wildlife Biology,NA,5/1/2024,Bachelors,College of Forestry & Conserv,Female,NA,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Bachelors,Wildlife Biology,NA,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Neutral,"Internship, field experience, student teaching, practicum or clinical placement",3,1
5355967,Psychology,NA,5/12/2023,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Social Work,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,1
5355970,English,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355976,Speech Lang Path/Aud Asst,NA,5/12/2023,Certificate,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Speech Language Pathology,NA,NA,NA,NA,NA,NA,This position meets my expectations,None of the above,NA,NA,0,0
5355977,Mathematics,NA,5/12/2023,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Data Science,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5355983,Social Work,NA,5/10/2024,Bachelors,College of Health,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,Social Work,NA,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement",Yes,"Internship, field experience, student teaching, practicum or clinical placement",3,1
5355992,Commun Sci & Disorders~Psychology,Commun Sci & Disorders,5/12/2023,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5355993,Accounting Technology,NA,5/1/2023,High School,Missoula College,Male,NA,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356000,Social Work,NA,5/12/2023,Bachelors,College of Health,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Louisville,Masters,Master Of Social Work,NA,NA,NA,NA,NA,NA,No opinion,Learning community or other formal program in which one group of students takes two or more classes together,Yes,"Internship, field experience, student teaching, practicum or clinical placement",1,1
5356006,Biology,NA,5/12/2023,Bachelors,College Humanities & Sciences,Male,Asian/Asian American,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356013,Business Administration,NA,5/1/2026,Bachelors,College of Business,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356018,Speech Language Pathology Asst,NA,5/12/2023,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356027,Culinary Arts,NA,5/1/2027,High School,Missoula College,Female,White/Caucasian,23-May,5/1/2022,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Associates,Culinary,NA,NA,NA,NA,NA,NA,No opinion,Learning community or other formal program in which one group of students takes two or more classes together,Neutral,None of the experiential learning activities I participated in at UM were helpful.,1,1
5356034,Sustainable Construction Tech~Carpentry,Sustainable Construction Tech,5/12/2023,Bachelors,Missoula College,Male,Latino(a),23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356039,Culinary Arts,NA,5/1/2027,Bachelors,Missoula College,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356041,Culinary Arts,NA,5/1/2026,Bachelors,Missoula College,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356044,Multidisciplinary Studies,NA,5/12/2023,Bachelors,College Humanities & Sciences,Female,Asian/Asian American,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356045,Commun Sci & Disorders,NA,5/12/2023,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356046,Communicative Sci Dis Leveling,NA,5/12/2023,Bachelors,College of Health,Female,Asian/Asian American,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356048,Welding Technology,NA,5/1/2027,Bachelors,Missoula College,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356049,Carpentry,NA,5/1/2027,Bachelors,Missoula College,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356050,Sustainable Construction Tech~Carpentry,Sustainable Construction Tech,5/1/2027,Bachelors,Missoula College,Male,Native American/Alaskan Native,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356052,Speech Language Pathology Asst,NA,5/12/2023,Bachelors,College of Health,Female,Latino(a),23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356055,Anthropology,NA,5/1/2025,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356056,Sustainable Construction Tech~Carpentry,Sustainable Construction Tech,5/1/2026,Bachelors,Missoula College,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356057,Communication Studies,NA,5/1/2025,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356058,Communicative Sci Dis Leveling,NA,5/12/2023,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356059,Culinary Arts,NA,5/1/2027,Bachelors,Missoula College,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356062,Commun Sci & Disorders,NA,5/1/2026,Associates,College of Health,Female,NA,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Bachelors,Communication Sciences and Disorders,NA,NA,NA,NA,NA,NA,No opinion,None of the above,NA,NA,0,0
5356063,Legal Studies,NA,5/1/2025,Bachelors,Missoula College,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5356070,Social Work,NA,5/10/2024,Bachelors,College of Health,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,GONZAGA UNIVERSITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359091,Chemistry,NA,5/1/2029,Doctorate,College Humanities & Sciences,Female,Asian/Asian American,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359093,Teaching and Learning,NA,5/1/2027,Masters,College of Education,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359101,Counselor Educ & Supervision,NA,12/13/2019,Masters,College of Education,Female,NA,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359127,Education Leadership,NA,11/25/2020,Bachelors,College of Education,Female,Latino(a),23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359130,Fine Arts,NA,5/14/2011,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359133,English,NA,5/1/2027,Masters,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,DELAWARE VALLEY UNIVERSITY,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359142,Communication Studies,NA,5/8/2020,Certificate,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359152,Anthropology,NA,5/3/2019,Masters,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359155,Psychology,NA,12/13/2019,Doctorate,College Humanities & Sciences,Female,White/Caucasian,23-May,6/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Salt Lake City VA,Postdoctoral Studies,Psychology,NA,NA,NA,NA,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Work with a faculty member on a research project",5,1
5359157,No Major,NA,NA,Bachelors,no college,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359162,Systems Ecology,NA,5/3/2019,Bachelors,College of Forestry & Conserv,Female,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Kansas State University,Doctorate,PhD Microbiology,NA,NA,NA,NA,NA,NA,This position meets my expectations,"Internship, field experience, student teaching or clinical placement, Work with a faculty member on a research project",Yes,"Internship, field experience, student teaching, practicum or clinical placement",4,1
5359174,Counselor Educ & Supervision,NA,5/1/2029,Masters,College of Education,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359177,English,NA,5/1/2023,Masters,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359186,Public Administration,NA,5/3/2019,Masters,School of Law,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359191,Counselor Educ & Supervision,Counselor Education,5/16/2015,Bachelors,College of Education,Male,Latino(a),23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Masters,School Counseling,NA,NA,NA,NA,NA,NA,This position exceeds my expectations,"Internship, field experience, student teaching or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteer), Work with a faculty member on a research project",Yes,"Internship, field experience, student teaching, practicum or clinical placement, Learning community or other formal program in which one group of students takes two or more classes together, Community-based project (service learning or volunteerism), Work with a faculty member on a research project",6,1
5359206,Fine Arts,Art,5/18/2013,Bachelors,College of the Arts and Media,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359208,Public Health,NA,5/12/2012,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359215,Social Work,NA,8/1/2014,Bachelors,College of Health,Female,Native American/Alaskan Native,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359219,"Cell, Molecular, Microbial Bio",NA,5/8/2020,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359264,Integrative Physiology,NA,5/7/2023,Bachelors,College of Health,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359265,Geosciences,NA,4/30/2021,Bachelors,College Humanities & Sciences,Female,Asian/Asian American,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359284,Psychology,NA,12/20/2017,Masters,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359285,School Psychology,NA,5/10/2024,Bachelors,College Humanities & Sciences,Female,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359304,School Psychology,NA,12/20/2017,Bachelors,College Humanities & Sciences,Male,White/Caucasian,23-May,NA,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,UNIVERSITY OF MONTANA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5359319,Athletic Training,NA,5/1/2027,Bachelors,College of Health,Male,White/Caucasian,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Doctorate,Physical Therapy,NA,NA,NA,NA,NA,NA,This position meets my expectations,Work with a faculty member on a research project,Yes,"Internship, field experience, student teaching, practicum or clinical placement",1,1
5359383,Public Administration,Entrepreneurship,5/5/2023,Bachelors,School of Law,Male,Black or African American,23-May,5/1/2023,submitted,Continuing Education,NA,NA,NA,NA,NA,NA,NA,University of Montanaâ€š Missoula,Certificate,Entrepreneurship,NA,NA,NA,NA,NA,NA,No opinion,"Internship, field experience, student teaching or clinical placement, Community-based project (service learning or volunteer), Complete a culminating senior experience (capstone, senior project or thesis, comprehensive exam, portfolio, etc)",Somewhat,"Internship, field experience, student teaching, practicum or clinical placement, Community-based project (service learning or volunteerism)",5,1
